Id,Salary
657400,103840.0
268814,132000.0
714472,156000.0
946663,190080.0
721280,71400.0
518791,177600.00000000003
567237,135520.0
948491,213120.0
973425,234599.99999999997
884180,50400.00000000001
499672,163680.0
852202,95920.00000000001
188800,128000.0
986936,83160.0
259035,92400.0
334320,145200.0
755601,134400.0
979153,98560.00000000001
124629,211200.0
306424,171200.00000000003
934447,47381.192504258936
407706,189720.00000000003
676403,261600.0
110130,85709.8807495741
294958,135600.0
405479,182783.54344122656
695517,52080.00000000001
635108,220799.99999999997
865236,108000.0
865611,95879.99999999999
705429,131453.9182282794
583279,54892.844974446336
817690,59920.00000000001
394406,123760.00000000001
835504,100880.0
223884,218280.0
674955,199920.0
732897,118800.00000000001
374511,108160.00000000001
560242,213720.00000000003
230325,55760.0
538265,180279.6592844974
971215,80800.0
159817,105600.0
536397,74160.0
305226,199680.0
837128,53280.00000000001
355561,185600.0
708431,82080.0
682258,216104.46337308348
333039,143880.0
969020,141565.7580919932
515413,112674.78705281089
212956,180479.99999999997
596871,109111.56729131175
457863,152544.32708688246
567270,99439.99999999999
443902,58759.99999999999
422222,147921.77172061327
831819,140400.0
835942,112640.0
933590,78120.0
647620,116430.6132879046
967102,64475.01703577513
507929,64715.775127768306
371645,74153.4923339012
915168,144640.0
631008,74880.0
458601,113220.0
306222,65100.9880749574
168710,74100.0
398633,226560.0
383369,85600.00000000001
781530,172920.0
380347,114400.00000000001
221584,66960.0
512210,162560.0
901846,55440.0
279975,128950.03407155025
866676,64600.0
573831,103680.00000000001
724692,155760.0
291632,164871.14139693358
580654,117519.99999999999
528196,109120.0
797468,97919.99999999999
723770,83520.0
143693,157560.0
611877,101118.39863713799
441978,84000.00000000001
558223,226560.0
933769,215040.0
717120,188160.0
664587,121200.0
192462,128000.0
751346,122760.00000000001
625621,96303.23679727426
354816,64715.775127768306
480202,159120.0
229374,89880.0
103131,75501.73764906303
992950,203520.0
546665,185640.0
680450,158400.0
177423,140400.0
324214,119704.9233390119
347172,261944.80408858604
403298,82320.0
638015,113348.90971039183
810449,62720.00000000001
820154,58080.0
133441,238080.0
600738,82720.0
584837,159359.99999999997
864132,142560.0
373186,147200.0
638818,45120.0
711365,165120.0
608295,104160.0
239159,110160.0
757793,135600.0
509646,147840.0
715939,173040.0
442730,158400.0
388546,150000.0
789435,184320.0
248064,88919.99999999999
804353,57680.00000000001
969132,71760.0
595521,228480.0
828356,145920.0
935465,88880.0
251680,141120.0
342677,53280.00000000001
474379,135209.74446337306
140857,53280.00000000001
575276,263040.0
548807,96800.00000000001
812392,92400.00000000001
853745,240758.09199318566
270397,113120.0
107466,88880.0
589723,184902.21465076657
575233,192000.0
218927,145225.2810902896
561792,96399.54003407156
503183,85800.0
184216,122400.0
847286,161040.0
638880,127120.27257240203
966127,101696.21805792162
851955,118800.0
298014,135720.0
419518,131580.0
223750,168000.0
782631,133320.0
410479,268800.0
833791,180960.0
726690,124800.0
540561,85800.0
815035,237600.0
553015,82320.0
915022,73440.0
541279,121440.00000000001
331004,88000.0
304452,157440.0
580944,240720.0
150151,107100.0
402450,74800.00000000001
585983,81840.00000000001
470618,74153.4923339012
426835,154880.0
362540,93600.0
698482,160680.0
464290,86240.0
848877,121200.0
600284,125001.601362862
139915,58240.00000000001
758214,118800.0
715338,204000.0
495919,69600.0
799053,101696.21805792162
842333,188160.0
549088,77764.86371379897
518694,203280.0
919295,77220.0
427197,159720.0
898208,75660.0
308735,84800.00000000001
341361,63279.99999999999
421061,46480.0
153214,82400.0
331362,147343.95229982963
198124,60480.00000000001
828963,155760.0
160355,139200.0
782850,65100.9880749574
101203,93240.0
475460,56048.48381601363
488994,84960.0
465395,130560.00000000001
380098,211200.0
630665,143973.33901192504
985418,141240.0
425910,230399.99999999997
903251,201600.0
207668,129600.0
973501,68760.51107325383
812138,126719.99999999999
661362,65100.9880749574
126598,122880.0
468281,183120.0
117838,80640.0
797988,107120.00000000001
132490,101407.30834752982
702548,124800.0
896619,143520.0
571771,230400.0
753767,125440.0
764848,224640.0
863538,92162.19761499148
619606,73864.58262350937
210892,89700.0
739577,173040.0
878375,253440.0
631103,60671.03918228279
771074,87587.79386712096
824775,145520.00000000003
359609,83200.00000000001
915249,116399.99999999999
750347,87360.0
871077,83200.00000000001
422931,90640.0
457883,104970.52810902896
695952,71760.0
526746,50270.28960817717
378108,145920.0
433667,134400.0
314918,146400.0
983850,156160.0
497083,139920.0
452638,60480.0
242578,116526.91652470188
837169,105600.0
575763,97458.87563884156
743211,87635.9454855196
623484,68086.3884156729
936128,153600.0
889284,78880.0
283879,94860.00000000001
824192,178080.0
867648,175657.10391822827
696657,93840.00000000001
738894,135720.0
678200,99192.3339011925
401469,64399.99999999999
274024,220799.99999999997
537056,122400.0
274773,141600.0
122036,153988.87563884156
237662,65000.0
943229,201600.0
579653,119040.00000000001
693277,105600.0
671586,268800.0
885536,199680.0
218303,97440.0
592369,130800.0
649163,79920.0
466565,54603.93526405452
